species,trap,latitude,longitude,addressaccuracy,block,nummosquitos,wnvpresent,street,day,month,year,week,dayofweek,tmax,tmin,tavg,wetbulb,heat,cool,sunrise,sunset,stnpressure,sealevel,resultspeed,resultdir,avgspeed,precipbool,direction,winddir
2,75,41.644612,-87.604498,5,82,11,0, E 138TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,3,4
2,76,41.733643,-87.55551,8,89,4,0, S MUSKEGON AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,77,41.717753,-87.531657,8,98,9,0, S AVENUE G,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,78,41.750498,-87.605294,5,10,13,0, S COTTAGE GROVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,79,41.702724,-87.536497,5,11,378,1, S AVENUE L,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,80,41.729669,-87.582699,5,81,2,0, E 91ST ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,3,4
2,81,41.798697,-87.736812,8,52,51,0, S KOLMAR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,82,41.673408,-87.599862,5,12,765,0, S DOTY AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,83,41.704572,-87.565666,8,24,69,0, E 105TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,3,4
2,84,41.891126,-87.61156,5,53,3,0, N STREETER DR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
2,85,41.662014,-87.724608,8,42,89,1, W 127TH PL,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
2,86,41.726465,-87.585413,5,10,219,1, S STONY ISLAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,91,41.878114,-87.629798,3,43,25,0, N ASHLAND AVE OVERPASS,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
2,93,41.932094,-87.700117,8,28,2,0, N FRANCISCO AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
2,98,41.846075,-87.716277,9,25,1,0, S MILLARD AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,99,41.907645,-87.760886,8,15,6,0, N LONG AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
2,100,41.918705,-87.752329,8,21,17,0, N LAWLER AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
2,101,41.776156,-87.778927,9,63,15,0, W 64TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
2,102,41.772846,-87.740029,9,66,6,0, S KILPATRICK AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,103,41.825902,-87.667827,5,81,1,0, W 37TH PL.,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
2,104,41.682587,-87.707973,9,35,53,0, W 116TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
2,106,41.903002,-87.688267,8,11,8,0, S ARTESIAN AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,107,41.719059,-87.675088,9,96,13,0, S HOYNE AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,108,41.725517,-87.614258,8,93,1,0, S DR MARTIN LUTHER KING JR DR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
2,115,41.966987,-87.674677,8,18,3,0, W LELAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,17,41.94983,-87.698457,9,38,1,0, N CALIFORNIA AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
3,21,41.89923,-87.716788,9,10,1,0, N CENTRAL PARK DR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
3,30,41.857402,-87.694991,8,30,3,0, W 18TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,31,41.883284,-87.705085,8,33,1,0, E RANDOLPH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,3,4
3,33,41.891118,-87.654491,8,25,7,0, W GRAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,34,41.868142,-87.696269,9,11,3,0, S CALIFORNIA,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,36,41.896282,-87.655232,8,11,2,0, W CHICAGO,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,42,41.801179,-87.679447,8,22,4,0, W 51ST ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,43,41.800737,-87.71188,8,35,1,0, W 51ST ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,45,41.778297,-87.752411,9,52,4,0, W 63RD ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,46,41.77166,-87.703047,8,67,6,0, S KEDZIE AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,47,41.759346,-87.745602,9,73,6,0, S CICERO AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,48,41.768388,-87.678649,8,22,7,0, W 69TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,49,41.797616,-87.797894,8,52,1,0, S NORDICA,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,52,41.773215,-87.60088,8,10,2,0, E 67TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,3,4
3,53,41.822536,-87.666343,9,39,5,0, S ASHLAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,56,41.778748,-87.586427,8,64,1,0, S STONY ISLAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,58,41.766202,-87.562889,9,71,6,0, S SOUTH SHORE DR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,59,41.754676,-87.612922,9,77,4,0, S EBERHART AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,60,41.821582,-87.627796,9,40,1,0, S DEARBORN ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,61,41.803423,-87.642984,8,50,2,0, S UNION AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,62,41.754292,-87.590773,9,79,6,0, S CHICAGO AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,64,41.721474,-87.648064,8,10,1,0, W 95TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,65,41.688324,-87.676709,8,22,28,0, W 113TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,68,41.868077,-87.666901,9,11,8,0, S ASHLAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,69,41.862292,-87.64886,8,11,1,0, S PEORIA ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,70,41.869216,-87.627561,8,11,1,0, S STATE ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,71,41.720848,-87.666014,9,17,1,0, W 95TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,74,41.731922,-87.677512,8,22,3,0, W 89TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,76,41.733643,-87.55551,8,89,1,0, S MUSKEGON AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,77,41.717753,-87.531657,8,98,3,0, S AVENUE G,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,78,41.750498,-87.605294,5,10,3,0, S COTTAGE GROVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,79,41.702724,-87.536497,5,11,43,0, S AVENUE L,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,81,41.798697,-87.736812,8,52,3,0, S KOLMAR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,82,41.673408,-87.599862,5,12,164,0, S DOTY AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,83,41.704572,-87.565666,8,24,12,0, E 105TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,3,4
3,84,41.891126,-87.61156,5,53,1,0, N STREETER DR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
3,85,41.662014,-87.724608,8,42,2,0, W 127TH PL,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,86,41.726465,-87.585413,5,10,203,0, S STONY ISLAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,91,41.878114,-87.629798,3,43,4,0, N ASHLAND AVE OVERPASS,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
3,101,41.776156,-87.778927,9,63,2,0, W 64TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,102,41.772846,-87.740029,9,66,1,0, S KILPATRICK AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,104,41.682587,-87.707973,9,35,2,0, W 116TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
3,106,41.903002,-87.688267,8,11,1,0, S ARTESIAN AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,107,41.719059,-87.675088,9,96,3,0, S HOYNE AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
3,115,41.966987,-87.674677,8,18,1,0, W LELAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
4,23,41.906638,-87.701431,9,14,1,0, N HUMBOLDT DR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,0,4
4,45,41.778297,-87.752411,9,52,1,0, W 63RD ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
4,47,41.759346,-87.745602,9,73,1,0, S CICERO AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
4,74,41.731922,-87.677512,8,22,1,0, W 89TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
4,82,41.673408,-87.599862,5,12,5,0, S DOTY AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
4,83,41.704572,-87.565666,8,24,1,0, E 105TH ST,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,3,4
4,85,41.662014,-87.724608,8,42,1,0, W 127TH PL,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,1,4
4,86,41.726465,-87.585413,5,10,1,0, S STONY ISLAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
6,79,41.702724,-87.536497,5,11,1,0, S AVENUE L,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
6,81,41.798697,-87.736812,8,52,3,0, S KOLMAR,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
6,82,41.673408,-87.599862,5,12,2,0, S DOTY AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
6,86,41.726465,-87.585413,5,10,9,0, S STONY ISLAND AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
6,102,41.772846,-87.740029,9,66,1,0, S KILPATRICK AVE,1,8,2007,31,2,91,69,80.0,70.0,0.0,15.0,445.0,1911.0,29.34,29.98,2.1,13,3.7,0,2,4
1,62,41.754292,-87.590773,9,79,1,0, S CHICAGO AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,66,41.869107,-87.696293,9,10,1,0, S CALIFORNIA AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,70,41.869216,-87.627561,8,11,3,0, S STATE ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,74,41.731922,-87.677512,8,22,8,0, W 89TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
1,75,41.644612,-87.604498,5,82,6,0, E 138TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
1,76,41.733643,-87.55551,8,89,4,0, S MUSKEGON AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,77,41.717753,-87.531657,8,98,4,0, S AVENUE G,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,78,41.750498,-87.605294,5,10,7,0, S COTTAGE GROVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,79,41.702724,-87.536497,5,11,70,0, S AVENUE L,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,80,41.729669,-87.582699,5,81,2,0, E 91ST ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
1,82,41.673408,-87.599862,5,12,57,0, S DOTY AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,83,41.704572,-87.565666,8,24,33,0, E 105TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
1,85,41.662014,-87.724608,8,42,11,0, W 127TH PL,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
1,86,41.726465,-87.585413,5,10,712,1, S STONY ISLAND AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,103,41.825902,-87.667827,5,81,1,0, W 37TH PL.,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
1,104,41.682587,-87.707973,9,35,28,0, W 116TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
1,106,41.903002,-87.688267,8,11,4,0, S ARTESIAN AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,107,41.719059,-87.675088,9,96,5,0, S HOYNE AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,109,41.678618,-87.559308,5,13,30,0, S TORRENCE AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,111,41.740641,-87.546587,5,13,16,0, S BRANDON,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
1,112,41.680946,-87.535198,8,37,184,0, E 118TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
2,53,41.822536,-87.666343,9,39,7,0, S ASHLAND AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,60,41.821582,-87.627796,9,40,2,0, S DEARBORN ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,61,41.803423,-87.642984,8,50,4,0, S UNION AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,62,41.754292,-87.590773,9,79,4,0, S CHICAGO AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,63,41.692555,-87.598865,8,20,3,0, E 111TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
2,64,41.721474,-87.648064,8,10,9,0, W 95TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
2,65,41.688324,-87.676709,8,22,35,0, W 113TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
2,66,41.869107,-87.696293,9,10,3,0, S CALIFORNIA AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,67,41.723195,-87.64997,5,10,4,0, S VINCENNES,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,68,41.868077,-87.666901,9,11,10,0, S ASHLAND AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,69,41.862292,-87.64886,8,11,10,0, S PEORIA ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,70,41.869216,-87.627561,8,11,6,0, S STATE ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,73,41.704336,-87.703736,8,33,2,0, W 104TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
2,74,41.731922,-87.677512,8,22,20,1, W 89TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
2,75,41.644612,-87.604498,5,82,21,0, E 138TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
2,76,41.733643,-87.55551,8,89,5,0, S MUSKEGON AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,77,41.717753,-87.531657,8,98,19,0, S AVENUE G,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,78,41.750498,-87.605294,5,10,16,0, S COTTAGE GROVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,79,41.702724,-87.536497,5,11,266,0, S AVENUE L,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,80,41.729669,-87.582699,5,81,3,0, E 91ST ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
2,82,41.673408,-87.599862,5,12,53,0, S DOTY AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,83,41.704572,-87.565666,8,24,46,0, E 105TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
2,85,41.662014,-87.724608,8,42,11,0, W 127TH PL,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
2,86,41.726465,-87.585413,5,10,362,0, S STONY ISLAND AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,104,41.682587,-87.707973,9,35,200,0, W 116TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
2,106,41.903002,-87.688267,8,11,16,0, S ARTESIAN AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,107,41.719059,-87.675088,9,96,12,0, S HOYNE AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,108,41.725517,-87.614258,8,93,2,0, S DR MARTIN LUTHER KING JR DR,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,109,41.678618,-87.559308,5,13,55,0, S TORRENCE AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,110,41.737052,-87.543067,5,13,1,0, S MACKINAW,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,111,41.740641,-87.546587,5,13,33,0, S BRANDON,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
2,112,41.680946,-87.535198,8,37,113,1, E 118TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
2,113,41.686398,-87.531635,8,38,153,0, E 115TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,3,8
3,53,41.822536,-87.666343,9,39,7,0, S ASHLAND AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
3,56,41.778748,-87.586427,8,64,1,0, S STONY ISLAND AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
3,60,41.821582,-87.627796,9,40,1,0, S DEARBORN ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
3,61,41.803423,-87.642984,8,50,3,0, S UNION AVE,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,2,8
3,64,41.721474,-87.648064,8,10,1,0, W 95TH ST,2,8,2007,31,3,91,73,82.0,72.0,0.0,17.0,446.0,1910.0,29.31,29.95,6.5,23,7.2,0,1,8
